timestamp,message
1677726348935,SM_OUTPUT_DIR=/opt/ml/output
1677726348935,SM_NUM_CPUS=2
1677726348935,SM_NUM_GPUS=0
1677726348935,SM_MODEL_DIR=/opt/ml/model
1677726348935,SM_MODULE_DIR=s3://sagemaker-us-east-1-996862753977/pytorch-training-2023-03-02-03-02-28-298/source/sourcedir.tar.gz
1677726348935,"SM_TRAINING_ENV={""additional_framework_parameters"":{""sagemaker_estimator_class_name"":""PyTorch"",""sagemaker_estimator_module"":""sagemaker.pytorch.estimator""},""channel_input_dirs"":{""test"":""/opt/ml/input/data/test"",""training"":""/opt/ml/input/data/training"",""validation"":""/opt/ml/input/data/validation""},""current_host"":""algo-1"",""framework_module"":""sagemaker_pytorch_container.training:main"",""hosts"":[""algo-1""],""hyperparameters"":{""batch-size"":""64"",""lr"":0.0027988564042975396},""input_config_dir"":""/opt/ml/input/config"",""input_data_config"":{""test"":{""RecordWrapperType"":""None"",""S3DistributionType"":""FullyReplicated"",""TrainingInputMode"":""File""},""training"":{""RecordWrapperType"":""None"",""S3DistributionType"":""FullyReplicated"",""TrainingInputMode"":""File""},""validation"":{""RecordWrapperType"":""None"",""S3DistributionType"":""FullyReplicated"",""TrainingInputMode"":""File""}},""input_dir"":""/opt/ml/input"",""is_master"":true,""job_name"":""pytorch-training-230302-0302-002-1a4108cf"",""log_level"":20,""master_hostname"":""algo-1"",""model_dir"":""/opt/ml/model"",""module_dir"":""s3://sagemaker-us-east-1-996862753977/pytorch-training-2023-03-02-03-02-28-298/source/sourcedir.tar.gz"",""module_name"":""hpo"",""network_interface_name"":""eth0"",""num_cpus"":2,""num_gpus"":0,""output_data_dir"":""/opt/ml/output/data"",""output_dir"":""/opt/ml/output"",""output_intermediate_dir"":""/opt/ml/output/intermediate"",""resource_config"":{""current_group_name"":""homogeneousCluster"",""current_host"":""algo-1"",""current_instance_type"":""ml.m5.large"",""hosts"":[""algo-1""],""instance_groups"":[{""hosts"":[""algo-1""],""instance_group_name"":""homogeneousCluster"",""instance_type"":""ml.m5.large""}],""network_interface_name"":""eth0""},""user_entry_point"":""hpo.py""}"
1677726348935,"SM_USER_ARGS=[""--batch-size"",""64"",""--lr"",""0.0027988564042975396""]"
1677726348935,SM_OUTPUT_INTERMEDIATE_DIR=/opt/ml/output/intermediate
1677726348935,SM_CHANNEL_TEST=/opt/ml/input/data/test
1677726348935,SM_CHANNEL_TRAINING=/opt/ml/input/data/training
1677726348935,SM_CHANNEL_VALIDATION=/opt/ml/input/data/validation
1677726348935,SM_HP_BATCH-SIZE=64
1677726348935,SM_HP_LR=0.0027988564042975396
1677726348935,PYTHONPATH=/opt/ml/code:/opt/conda/bin:/opt/conda/lib/python36.zip:/opt/conda/lib/python3.6:/opt/conda/lib/python3.6/lib-dynload:/opt/conda/lib/python3.6/site-packages
1677726348935,Invoking script with the following command:
1677726348935,/opt/conda/bin/python3.6 hpo.py --batch-size 64 --lr 0.0027988564042975396
1677726348935,"{'batch_size': 64, 'test_batch_size': 1000, 'epochs': 2, 'lr': 0.0027988564042975396, 'model_dir': '/opt/ml/model', 'data_dir_training': '/opt/ml/input/data/training', 'data_dir_validation': '/opt/ml/input/data/validation', 'data_dir_test': '/opt/ml/input/data/test'}"
1677726348935,Running on Device cpu
1677726348935,"Epoch 0, Phase train"
1677726348935,[2023-03-02 03:05:47.833 algo-1:27 INFO utils.py:27] RULE_JOB_STOP_SIGNAL_FILENAME: None
1677726348935,[2023-03-02 03:05:48.029 algo-1:27 INFO profiler_config_parser.py:102] Unable to find config at /opt/ml/input/config/profilerconfig.json. Profiler is disabled.
1677726678499,"Epoch 0, Phase valid"
1677726715523,"Epoch 1, Phase train"
1677727039888,"Epoch 1, Phase valid"
1677727078074,Testing Model on Whole Testing Dataset
1677727247332,"Testing Accuracy: 66.02870813397129, Testing Loss: 1.27181788893978"
1677727247332,"Downloading: ""https://download.pytorch.org/models/resnet50-19c8e357.pth"" to /root/.cache/torch/hub/checkpoints/resnet50-19c8e357.pth"
1677727247332,"#015  0%|          | 0.00/97.8M [00:00<?, ?B/s]#015 29%|██▉       | 28.8M/97.8M [00:00<00:00, 302MB/s]#015 60%|█████▉    | 58.6M/97.8M [00:00<00:00, 308MB/s]#015 90%|█████████ | 88.4M/97.8M [00:00<00:00, 310MB/s]#015100%|██████████| 97.8M/97.8M [00:00<00:00, 311MB/s]"
1677727247332,"2023-03-02 03:20:46,708 sagemaker-training-toolkit INFO     Reporting training SUCCESS"
